pc_score_subset,pattern,rank,att_doubly_robust_mean,count
collaboration_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,low-low-high,7,-92.9384089285908,51
collaboration_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,low-low-low,3,9.7941161514901,101
collaboration_pc_score x knowledge_level_pc_score x discussion_quality_pc_score,high-high-high,8,-112.207411207518,88
collaboration_pc_score x knowledge_level_pc_score x discussion_quality_pc_score,high-high-low,5,-10.5324416241018,64
collaboration_pc_score x knowledge_level_pc_score x discussion_quality_pc_score,high-low-high,4,-3.47250338923644,68
collaboration_pc_score x knowledge_level_pc_score x discussion_quality_pc_score,high-low-low,7,-48.0539898512677,51
collaboration_pc_score x knowledge_level_pc_score x discussion_quality_pc_score,low-high-high,1,31.5101655438668,59
collaboration_pc_score x knowledge_level_pc_score x discussion_quality_pc_score,low-high-low,2,27.2025607250965,59
collaboration_pc_score x knowledge_level_pc_score x discussion_quality_pc_score,low-low-high,3,6.77771761451341,58
collaboration_pc_score x knowledge_level_pc_score x discussion_quality_pc_score,low-low-low,6,-17.13213837332,96
collaboration_pc_score x knowledge_level_pc_score x investment_in_new_talent_pc_score,high-high-high,3,13.4219217169188,75
collaboration_pc_score x knowledge_level_pc_score x investment_in_new_talent_pc_score,high-high-low,8,-150.064578947701,77
collaboration_pc_score x knowledge_level_pc_score x investment_in_new_talent_pc_score,high-low-high,6,-30.5544202537631,73
collaboration_pc_score x knowledge_level_pc_score x investment_in_new_talent_pc_score,high-low-low,5,-9.92197900778323,46
collaboration_pc_score x knowledge_level_pc_score x investment_in_new_talent_pc_score,low-high-high,1,93.0644304494109,43
collaboration_pc_score x knowledge_level_pc_score x investment_in_new_talent_pc_score,low-high-low,4,-7.16959545941112,75
collaboration_pc_score x knowledge_level_pc_score x investment_in_new_talent_pc_score,low-low-high,2,25.4721532779851,77
collaboration_pc_score x knowledge_level_pc_score x investment_in_new_talent_pc_score,low-low-low,7,-41.7264086311922,77
collaboration_pc_score x knowledge_level_pc_score x problem_solving_routines_pc_score,high-high-high,4,6.64116127496621,65
collaboration_pc_score x knowledge_level_pc_score x problem_solving_routines_pc_score,high-high-low,8,-126.206941759504,87
collaboration_pc_score x knowledge_level_pc_score x problem_solving_routines_pc_score,high-low-high,7,-27.0093886262982,72
collaboration_pc_score x knowledge_level_pc_score x problem_solving_routines_pc_score,high-low-low,5,-15.7916538678566,47
collaboration_pc_score x knowledge_level_pc_score x problem_solving_routines_pc_score,low-high-high,2,28.1018428735127,49
collaboration_pc_score x knowledge_level_pc_score x problem_solving_routines_pc_score,low-high-low,1,30.2472543343002,69
collaboration_pc_score x knowledge_level_pc_score x problem_solving_routines_pc_score,low-low-high,6,-24.3629302800385,83
collaboration_pc_score x knowledge_level_pc_score x problem_solving_routines_pc_score,low-low-low,3,10.8527542400881,71
discussion_quality_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,high-high-high,2,29.1685416157591,83
discussion_quality_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,high-high-low,1,42.8906463873186,48
discussion_quality_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,high-low-high,6,-10.8017111352264,37
discussion_quality_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,high-low-low,8,-113.697635206625,105
discussion_quality_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,low-high-high,5,-0.101685482969812,94
discussion_quality_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,low-high-low,4,6.25851666682773,43
discussion_quality_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,low-low-high,7,-75.816374861222,55
discussion_quality_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,low-low-low,3,9.56126780355883,78
knowledge_level_pc_score x discussion_quality_pc_score x investment_in_new_talent_pc_score,high-high-high,1,52.5387912503465,66
knowledge_level_pc_score x discussion_quality_pc_score x investment_in_new_talent_pc_score,high-high-low,8,-141.761884465386,81
knowledge_level_pc_score x discussion_quality_pc_score x investment_in_new_talent_pc_score,high-low-high,2,29.6318156840521,52
knowledge_level_pc_score x discussion_quality_pc_score x investment_in_new_talent_pc_score,high-low-low,4,-8.59126192581021,71
knowledge_level_pc_score x discussion_quality_pc_score x investment_in_new_talent_pc_score,low-high-high,3,15.5719962796374,65
knowledge_level_pc_score x discussion_quality_pc_score x investment_in_new_talent_pc_score,low-high-low,5,-14.019710934471,61
knowledge_level_pc_score x discussion_quality_pc_score x investment_in_new_talent_pc_score,low-low-high,6,-15.0740780505445,85
knowledge_level_pc_score x discussion_quality_pc_score x investment_in_new_talent_pc_score,low-low-low,7,-45.3893892251145,62
knowledge_level_pc_score x discussion_quality_pc_score x problem_solving_routines_pc_score,high-high-high,1,17.3234578179762,65
knowledge_level_pc_score x discussion_quality_pc_score x problem_solving_routines_pc_score,high-high-low,8,-111.477770455389,82
knowledge_level_pc_score x discussion_quality_pc_score x problem_solving_routines_pc_score,high-low-high,4,13.931449500132,49
knowledge_level_pc_score x discussion_quality_pc_score x problem_solving_routines_pc_score,high-low-low,5,3.35451072069883,74
knowledge_level_pc_score x discussion_quality_pc_score x problem_solving_routines_pc_score,low-high-high,3,16.2781978897486,55
knowledge_level_pc_score x discussion_quality_pc_score x problem_solving_routines_pc_score,low-high-low,6,-10.3989224332743,71
knowledge_level_pc_score x discussion_quality_pc_score x problem_solving_routines_pc_score,low-low-high,7,-48.6210007827284,100
knowledge_level_pc_score x discussion_quality_pc_score x problem_solving_routines_pc_score,low-low-low,2,16.3119428089248,47
knowledge_level_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,high-high-high,2,37.4184642250585,64
knowledge_level_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,high-high-low,1,48.4006097720339,54
knowledge_level_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,high-low-high,6,-11.7223185345764,50
knowledge_level_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,high-low-low,8,-112.809571683333,102
knowledge_level_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,low-high-high,4,0.14733458677078,113
knowledge_level_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,low-high-low,5,-7.72339687634993,37
knowledge_level_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,low-low-high,7,-94.8440000628992,42
knowledge_level_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,low-low-low,3,3.8778210331104,81
