pc_score_subset,pattern,rank,att_doubly_robust_mean,count
collaboration_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,low-low-low,3,-0.647957171174708,101
collaboration_pc_score x knowledge_level_pc_score x discussion_quality_pc_score,high-high-high,8,-17.4979787475427,88
collaboration_pc_score x knowledge_level_pc_score x discussion_quality_pc_score,high-high-low,5,-2.79847608807916,64
collaboration_pc_score x knowledge_level_pc_score x discussion_quality_pc_score,high-low-high,6,-7.19840835529505,68
collaboration_pc_score x knowledge_level_pc_score x discussion_quality_pc_score,high-low-low,2,-1.19016939929598,51
collaboration_pc_score x knowledge_level_pc_score x discussion_quality_pc_score,low-high-high,7,-15.6108808362212,59
collaboration_pc_score x knowledge_level_pc_score x discussion_quality_pc_score,low-high-low,1,8.63203661400323,59
collaboration_pc_score x knowledge_level_pc_score x discussion_quality_pc_score,low-low-high,4,-2.15297800515825,58
collaboration_pc_score x knowledge_level_pc_score x discussion_quality_pc_score,low-low-low,3,-1.4786944161197,96
collaboration_pc_score x knowledge_level_pc_score x investment_in_new_talent_pc_score,high-high-high,4,-3.49858309434413,75
collaboration_pc_score x knowledge_level_pc_score x investment_in_new_talent_pc_score,high-high-low,8,-18.915985290195,77
collaboration_pc_score x knowledge_level_pc_score x investment_in_new_talent_pc_score,high-low-high,6,-5.17035419124765,73
collaboration_pc_score x knowledge_level_pc_score x investment_in_new_talent_pc_score,high-low-low,5,-3.75553372963218,46
collaboration_pc_score x knowledge_level_pc_score x investment_in_new_talent_pc_score,low-high-high,7,-11.3846090946904,43
collaboration_pc_score x knowledge_level_pc_score x investment_in_new_talent_pc_score,low-high-low,1,1.03715175947773,75
collaboration_pc_score x knowledge_level_pc_score x investment_in_new_talent_pc_score,low-low-high,3,-2.06797121469089,77
collaboration_pc_score x knowledge_level_pc_score x investment_in_new_talent_pc_score,low-low-low,2,-1.39731954175937,77
collaboration_pc_score x knowledge_level_pc_score x problem_solving_routines_pc_score,high-high-high,6,-6.68088930899565,65
collaboration_pc_score x knowledge_level_pc_score x problem_solving_routines_pc_score,high-high-low,8,-14.766284992369,87
collaboration_pc_score x knowledge_level_pc_score x problem_solving_routines_pc_score,high-low-high,5,-5.37421104033988,72
collaboration_pc_score x knowledge_level_pc_score x problem_solving_routines_pc_score,high-low-low,4,-3.47334494935505,47
collaboration_pc_score x knowledge_level_pc_score x problem_solving_routines_pc_score,low-high-high,1,4.42470421088508,49
collaboration_pc_score x knowledge_level_pc_score x problem_solving_routines_pc_score,low-high-low,7,-9.10959877455402,69
collaboration_pc_score x knowledge_level_pc_score x problem_solving_routines_pc_score,low-low-high,3,-1.98834257215839,83
collaboration_pc_score x knowledge_level_pc_score x problem_solving_routines_pc_score,low-low-low,2,-1.43373175714821,71
discussion_quality_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,high-high-high,5,-4.23284129112041,83
discussion_quality_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,high-high-low,7,-14.7737922226761,48
discussion_quality_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,high-low-high,2,4.81582944945646,37
discussion_quality_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,high-low-low,8,-20.8852040700808,105
discussion_quality_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,low-high-high,4,-2.53646238623444,94
discussion_quality_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,low-high-low,3,0.239389663202576,43
discussion_quality_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,low-low-high,6,-6.50646046010589,55
discussion_quality_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,low-low-low,1,9.1477361714319,78
knowledge_level_pc_score x discussion_quality_pc_score x investment_in_new_talent_pc_score,high-high-high,7,-9.67958239886466,66
knowledge_level_pc_score x discussion_quality_pc_score x investment_in_new_talent_pc_score,high-high-low,8,-22.493971120935,81
knowledge_level_pc_score x discussion_quality_pc_score x investment_in_new_talent_pc_score,high-low-high,4,-2.17460547735443,52
knowledge_level_pc_score x discussion_quality_pc_score x investment_in_new_talent_pc_score,high-low-low,1,6.24319965368387,71
knowledge_level_pc_score x discussion_quality_pc_score x investment_in_new_talent_pc_score,low-high-high,6,-6.48639100809817,65
knowledge_level_pc_score x discussion_quality_pc_score x investment_in_new_talent_pc_score,low-high-low,5,-3.15982093332559,61
knowledge_level_pc_score x discussion_quality_pc_score x investment_in_new_talent_pc_score,low-low-high,2,-1.35357910548113,85
knowledge_level_pc_score x discussion_quality_pc_score x investment_in_new_talent_pc_score,low-low-low,3,-1.41288837654339,62
knowledge_level_pc_score x discussion_quality_pc_score x problem_solving_routines_pc_score,high-high-high,3,1.43573719344756,65
knowledge_level_pc_score x discussion_quality_pc_score x problem_solving_routines_pc_score,high-high-low,8,-31.1486221548158,82
knowledge_level_pc_score x discussion_quality_pc_score x problem_solving_routines_pc_score,high-low-high,7,-6.34224931276408,49
knowledge_level_pc_score x discussion_quality_pc_score x problem_solving_routines_pc_score,high-low-low,1,8.6615933366833,74
knowledge_level_pc_score x discussion_quality_pc_score x problem_solving_routines_pc_score,low-high-high,5,-4.84478282013084,55
knowledge_level_pc_score x discussion_quality_pc_score x problem_solving_routines_pc_score,low-high-low,6,-4.90002024439501,71
knowledge_level_pc_score x discussion_quality_pc_score x problem_solving_routines_pc_score,low-low-high,4,-2.85512573286422,100
knowledge_level_pc_score x discussion_quality_pc_score x problem_solving_routines_pc_score,low-low-low,2,1.76296319095394,47
knowledge_level_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,high-high-high,4,-4.89498684476635,64
knowledge_level_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,high-high-low,7,-8.12319935337874,54
knowledge_level_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,high-low-high,1,1.91663718627396,50
knowledge_level_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,high-low-low,8,-14.4566308303714,102
knowledge_level_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,low-high-high,3,-2.44667374693792,113
knowledge_level_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,low-high-low,6,-7.03231097535925,37
knowledge_level_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,low-low-high,5,-6.55955940451507,42
knowledge_level_pc_score x investment_in_new_talent_pc_score x problem_solving_routines_pc_score,low-low-low,2,-0.0598353245545459,81
