event_time,estimate,sd,ci_low,ci_high,dataset,rolling,category,outcome,normalize,method,covar,split_value,estimation_type
-2,0.3943989752899719,0.18272905513294554,0.036250027229398685,0.7525479233505452,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-1,0,0,0,0,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,1,observed
0,0.4838174738320848,0.2790734825858366,-0.0631665520361549,1.0308014997003245,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,1,observed
1,-0.400592257010248,0.22355620187937775,-0.8387624126938283,0.03757789867333239,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,1,observed
2,-0.5951697566643477,0.3371786631958468,-1.2560399365282073,0.06570042319951197,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,1,observed
3,-0.6952690932365305,0.36950968783510374,-1.4195080813933338,0.0289698949202728,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,1,observed
4,-1.0024789292776675,0.3429334519406374,-1.6746284950813166,-0.3303293634740182,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,1,observed
5,-0.5627618651859397,0.4204755114938078,-1.386893867713803,0.2613701373419235,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,1,observed
6,-0.5816381089879412,0.5943326416781355,-1.7465300866770868,0.5832538687012043,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,1,observed
7,-0.9010753788781368,0.4054444215188544,-1.6957464450550914,-0.10640431270118222,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,1,observed
8,-1.7125875433620181,0.48665462780461166,-2.666430613859057,-0.7587444728649793,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,1,observed
9,-1.4785243535961548,0.5076733063739713,-2.4735640340891387,-0.4834846731031709,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,1,observed
10,-1.9906631866426943,0.5249561891358034,-3.019577317348869,-0.9617490559365196,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,1,observed
11,-1.0034306867860705,0.4924580517375491,-1.9686484681916667,-0.03821290538047428,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,1,observed
12,-1.595370978489882,0.5284177345257125,-2.6310697381602783,-0.5596722188194856,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,1,observed
13,-2.447021769658804,0.5473221669298475,-3.519773216841305,-1.374270322476303,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-14,-2.1395396430394147,0.882758856697137,-3.8697470021658034,-0.409332283913026,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-13,-0.024496872151111626,0.4727830789080844,-0.9511517068109571,0.9021579625087338,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-12,-0.8988056988233453,0.5597074283190365,-1.9958322583286567,0.1982208606819662,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-11,-0.18161828829299279,0.5765356409445458,-1.3116281445443025,0.9483915679583169,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-10,-0.10177511656594784,0.474123732835306,-1.0310576329231476,0.8275073997912519,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-9,-0.30851685315285227,0.40784733597584716,-1.1078976316655127,0.49086392535980816,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-8,0.2343972855104022,0.38499272646807764,-0.52018845836703,0.9889830293878343,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-7,0.39308023238010226,0.29889146982594283,-0.19274704847874569,0.9789075132389502,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-6,0.44065527707859,0.27089010924064383,-0.09028933703307196,0.9715998911902519,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-5,0.04493392767282074,0.15058138566856213,-0.25020558823756106,0.3400734435832025,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-4,0.03520697153333421,0.13485171904055407,-0.22910239778615174,0.29951634085282014,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-3,-0.03060702896910391,0.12951360832052602,-0.2844537012773349,0.22323964333912708,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-2,0.04848715823236585,0.12053358620366408,-0.18775867072681574,0.28473298719154744,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-1,0,0,0,0,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
0,-0.18899237262200702,0.19783108344896597,-0.5767412961819803,0.1987565509379663,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
1,-0.7693336531800451,0.18602231046562256,-1.1339373816926654,-0.40472992466742486,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
2,-0.866326117752888,0.19450081545881504,-1.2475477160521655,-0.48510451945361055,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
3,-0.8050371338114107,0.1842368177638392,-1.1661412966285356,-0.44393297099428586,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
4,-0.9701950580577315,0.21407829154320343,-1.3897885094824103,-0.5506016066330528,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
5,-1.0722470850251686,0.1803027451703265,-1.4256404655590085,-0.7188537044913288,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
6,-0.9864798262779743,0.20856042186257873,-1.3952582531286286,-0.5777013994273199,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
7,-0.9106513599097994,0.3706181109353962,-1.6370628573431758,-0.18423986247642288,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
8,-1.208224137846249,0.3289890474859347,-1.853042670918681,-0.5634056047738171,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
9,-1.1701929016573405,0.2542765130813167,-1.668574867296721,-0.6718109360179597,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
10,-0.9148826776900201,0.7341394157769516,-2.3537959326128455,0.5240305772328051,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
11,-0.7532432741463512,0.6603382010341605,-2.047506148173306,0.5410195998806034,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
12,-0.16490245741552906,1.424206582657862,-2.9563473594249388,2.6265424445938805,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
13,-0.552260260482274,0.185949465968855,-0.9167212137812297,-0.18779930718331816,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-14,-0.37315355011657403,0.42901983603338867,-1.2140324287420157,0.4677253285088677,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-13,2.704840133372029,1.111016286223116,0.5272482123747215,4.882432054369336,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-12,1.2251851161215734,0.5842629027084766,0.08002982681295934,2.3703404054301878,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-11,1.6136092614388358,0.6577377196845767,0.32444333085706534,2.902775192020606,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-10,2.6863958160356347,1.1286401085298297,0.4742612033171687,4.898530428754101,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-9,1.4379614729518506,0.6442784207873736,0.17517576820859837,2.700747177695103,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-8,1.7384495847606947,0.5190628945604752,0.7210863114221633,2.755812858099226,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-7,1.2372763841146563,0.5088718436250649,0.23988757060952925,2.2346651976197833,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-6,0.968460526634204,0.3995097606387404,0.1854213957822729,1.7514996574861352,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-5,0.7832956156137747,0.2595010401600902,0.27467357689999794,1.2919176543275515,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-4,0.845636140137242,0.24586763650129378,0.3637355725947062,1.3275367076797777,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-3,0.5015322932747609,0.2274824149900903,0.055666759894183904,0.9473978266553379,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-2,0.18754449468666326,0.1715017287404544,-0.1485988936446274,0.5236878830179539,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-1,0,0,0,0,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
0,1.0442873117447595,0.7233885511108479,-0.3735542484325023,2.4621288719220216,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
1,-0.3984379136887427,0.2605909025384678,-0.9091960826641395,0.11232025528665412,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
2,-0.7171212157376098,0.31713471978400964,-1.3387052665142687,-0.09553716496095088,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
3,-0.8060245675774964,0.3008493052587291,-1.3956892058846053,-0.21635992927038739,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
4,-1.0259191737535511,0.31133737581967796,-1.63614043036012,-0.41569791714698234,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
5,-1.0025396120528907,0.3183430317269932,-1.6264919542377974,-0.3785872698679841,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
6,-0.8821531509310896,0.34955808929448323,-1.5672870059482769,-0.19701929591390244,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
7,-1.2092095409116383,0.37845309883965234,-1.950977614637357,-0.46744146718591983,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
8,-1.345587773868023,0.43272258688378107,-2.193724044160234,-0.49745150357581225,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
9,-1.2066072864543709,0.46106619811885174,-2.1102970347673202,-0.3029175381414215,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
10,-1.8688229698770091,0.5071177490707108,-2.862773758055602,-0.874872181698416,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
11,-1.1518871624897786,0.49316366081384577,-2.1184879376849164,-0.18528638729464098,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
12,-1.5549900138896955,0.5475488448457482,-2.628185749787362,-0.481794277992029,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
13,-2.674170110677703,0.5475295339401335,-3.747327997200365,-1.6010122241550415,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-14,-1.295203076684709,0.6661405330330001,-2.600838521429389,0.010432368059971386,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-13,-0.8007747672473263,0.41275626596124676,-1.6097770485313698,0.008227514036717287,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-12,-0.42628794502400713,0.5593896197851077,-1.5226915998028183,0.6701157097548041,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-11,-0.23903754557794368,0.5297293016154488,-1.2773069767442233,0.799231885588336,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-10,0.2725267591139805,0.4810145027743261,-0.6702616663236987,1.2153151845516597,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-9,-0.12427479379607423,0.3208820603917933,-0.753203632163989,0.5046540445718406,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-8,0.07800741571465487,0.301872597515709,-0.5136628754161348,0.6696777068454445,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-7,0.5320278082883918,0.29394813101788975,-0.044110528506672075,1.1081661450834557,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-6,0.4285543248547682,0.2513740298550868,-0.06413877366120191,0.9212474233707383,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-5,0.06832059995093263,0.14227809575673564,-0.2105444677322692,0.3471856676341345,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-4,0.08221090499343783,0.14077936730035712,-0.1937166549152621,0.35813846490213774,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-3,0.03979269996488595,0.1286461837422543,-0.21235382016993248,0.29193922009970436,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-2,-0.014062921519344337,0.1194679582352439,-0.2482201196604224,0.2200942766217337,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-1,0,0,0,0,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
0,-0.2656996630313107,0.14100463039367853,-0.5420687386029206,0.010669412540299184,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
1,-0.8284027089238452,0.11488217266305999,-1.0535717673434428,-0.6032336505042476,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
2,-0.9473896375048858,0.11433547283085001,-1.1714871642533518,-0.7232921107564199,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
3,-0.6869104653114094,0.16354012901240472,-1.0074491181757228,-0.36637181244709616,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
4,-0.8477043499847156,0.21358361737721598,-1.266328240044059,-0.42908045992537225,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
5,-0.943113425071449,0.1646735188512869,-1.2658735220199713,-0.6203533281229268,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
6,-0.853676482228806,0.20998480733940159,-1.2652467046140332,-0.4421062598435789,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
7,-0.5972206466221303,0.5189850909257904,-1.6144314248366793,0.41999013159241894,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
8,-1.1279165072704491,0.23814144706855606,-1.594673743524819,-0.6611592710160792,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
9,-1.0350807560001218,0.25390907277001007,-1.5327425386293416,-0.537418973370902,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
10,-1.0247213597101832,0.656262361185129,-2.310995587633036,0.26155286821266976,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
11,-0.8102714477348314,0.5699234506782782,-1.9273214110642567,0.3067785155945939,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
12,-0.8721935163596698,0.6084447980783362,-2.0647453205932087,0.320358287873869,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
13,-0.48603084178158074,0.18221266483582219,-0.8431676648597922,-0.12889401870336925,NA,rolling5_pc_depth1_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_pc,0,observed
-14,0.683514404528094,1.0342312700891034,-1.3435788848465489,2.7106076939027366,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-13,1.0114672568932774,0.7438429471030206,-0.44646491942864275,2.4693994332151976,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-12,1.1267142572287316,0.6190230180589331,-0.08657085816677723,2.3399993726242405,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-11,1.0197229749836147,0.5528146686352203,-0.06379377554141707,2.1032397255086464,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-10,1.1043710401355527,0.5092665825711626,0.1062085382960739,2.1025335419750313,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-9,0.9892009154836519,0.4577532642738541,0.09200451750689786,1.8863973134604057,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-8,0.8432202489265382,0.41094865401667063,0.03776088705386382,1.6486796107992125,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-7,0.6370137426746858,0.374672524030149,-0.09734440442440628,1.3713718897737779,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-6,0.7567042327867278,0.3873157020220109,-0.0024345431764134506,1.515843008749869,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-5,0.7052842218578717,0.2401785731603875,0.2345342184635122,1.1760342252522311,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-4,0.8152119458219982,0.22088342548692808,0.3822804318676192,1.2481434597763772,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-3,0.22100538509356263,0.19413405799195232,-0.1594973685706639,0.6015081387577892,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-2,0.18086185052378093,0.1783932693653428,-0.16878895743229097,0.53051265847985285,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
-1,0,0,0,0,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
0,0.3564094821559225,0.530676700024577,-0.6837168498922483,1.3965358142040933,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
1,-0.4131388464630259,0.22168609510965054,-0.8476435928779409,0.021365899951889145,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
2,-0.5580605491052926,0.21769713040043168,-0.9847469246901386,-0.1313741735204465,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
3,-0.4775863207656342,0.22387923946753438,-0.9163896301220016,-0.03878301140926682,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
4,-0.5782853524921048,0.23269136823324207,-1.0343604342292592,-0.12221027075495033,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
5,-0.5117948426475073,0.2553839003666416,-1.0123472873661248,-0.011242397928889813,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
6,-0.2693069386460007,0.26596754577893406,-0.7906033283727114,0.2519894510807101,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
7,-0.39759794798784065,0.2935079486987778,-0.972873527437445,0.17767763146176374,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
8,-0.6821638749239941,0.3380754586723799,-1.344791773921859,-0.019535975926129434,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
9,0.017493086055041157,0.3369001503726011,-0.642831208675257,0.6778173807853394,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
10,-0.42386024333297495,0.400756344689514,-1.2093426789244224,0.3616221922584724,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
11,-0.01502959078670879,0.4395539124465576,-0.8765552591819616,0.8464960776085442,NA,rolling5_pc_depth1_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth1_pc,1,observed
