rolling,category,outcome,normalize,method,covar,split_value,event_time,estimation_type,estimate,sd,ci_low,ci_high,dataset
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,13,observed,-2.06607832647874,0.30171846299948,-2.65744651395772,-1.47471013899976,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-14,observed,-1.70641202632219,0.572632684887809,-2.8287720887023,-0.584051963942088,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-13,observed,0.86169961491837,0.742501780513325,-0.593603874887748,2.31700310472449,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-12,observed,-0.0838848438188266,0.44679131288585,-0.959595817075093,0.79182612943744,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-11,observed,0.570564996330198,0.613884806274459,-0.63264922396774,1.77377921662814,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-10,observed,0.069930689191901,0.439956135060975,-0.79238333552761,0.932244713911412,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-9,observed,0.516859441841267,0.569400785051389,-0.599166096859455,1.63288498054199,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-8,observed,0.728469123871698,0.416553845516463,-0.0879764133405687,1.54491466108397,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-7,observed,0.715742147055575,0.365728543275514,-0.00108579776443141,1.43257009187558,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-6,observed,0.760027234029804,0.278680925939109,0.21381261918915,1.30624184887046,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-5,observed,0.311098758507885,0.176278486562463,-0.0344070751545415,0.656604592170312,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-4,observed,0.264872399336626,0.152167052772512,-0.0333750240974979,0.563119822770749,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-3,observed,0.224344290020085,0.140734300106852,-0.0514949381893449,0.500183518229515,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-2,observed,0.153936948199359,0.135646090177293,-0.111929388548134,0.419803284946853,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-1,observed,0,0,0,0,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,0,observed,-0.197626023064131,0.184374628015298,-0.559000293974114,0.163748247845852,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,1,observed,-0.838619695139176,0.150138774486609,-1.13289169313293,-0.544347697145421,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,2,observed,-0.918938043215586,0.16600995742093,-1.24431755976061,-0.593558526670564,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,3,observed,-0.75166759252048,0.225086592064664,-1.19283731296722,-0.310497872073739,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,4,observed,-0.841325864532922,0.268292375340971,-1.36717892020123,-0.315472808864619,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,5,observed,-0.839398263918018,0.246595904383034,-1.32272623650877,-0.35607029132727,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,6,observed,-0.846662158587948,0.326218996990583,-1.48605139268949,-0.207272924486405,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,7,observed,-1.03961322338454,0.364105671116335,-1.75326033877255,-0.325966107996519,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,8,observed,-1.44637790597889,0.397221623971549,-2.22493228896313,-0.667823522994658,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,9,observed,-1.3979755374609,0.316642469161235,-2.01859477701692,-0.777356297904877,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,10,observed,-0.984908672909408,1.00629644347241,-2.95724970211533,0.987432356296514,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,11,observed,-0.726192438653255,0.937872854484429,-2.56442323344274,1.11203835613623,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,12,observed,-0.400820208625211,1.44047513607768,-3.22415147533747,2.42251105808705,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,13,observed,-0.729058482192857,0.239095271476733,-1.19768521428725,-0.26043175009846,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-14,observed,-1.5322366743279,1.16515141637426,-3.81593345042146,0.751460101765656,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-13,observed,-2.16915806575031,0.57262299315287,-3.29149913232993,-1.04681699917068,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-12,observed,-0.694186930460312,1.10554483368059,-2.86105480447426,1.47268094355364,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-11,observed,-0.396941303701598,0.730424165342392,-1.82857266777269,1.03469006036949,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-10,observed,1.38660362513903,1.055632046863,-0.682435186712446,3.45564243699051,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-9,observed,0.304646124514528,0.647501797216052,-0.964457398028934,1.57374964705799,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-8,observed,0.418317072226068,0.451758132226992,-0.467128866938837,1.30376301139097,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-7,observed,0.718011356658989,0.359788810518833,0.0128252880420767,1.4231974252759,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-6,observed,0.296475208401738,0.329453094626284,-0.349252857065779,0.942203273869256,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-5,observed,0.0260239393262457,0.190939279001822,-0.348217047517325,0.400264926169817,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-4,observed,0.158466400008913,0.190999406293456,-0.21589243632626,0.532825236344087,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-3,observed,-0.0782074964299321,0.175913213250107,-0.422997394400141,0.266582401540277,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-2,observed,0.045812262549431,0.159276403447993,-0.266369488208635,0.357994013307497,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-1,observed,0,0,0,0,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,0,observed,-0.228813709319091,0.181410410457293,-0.584378113815384,0.126750695177203,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,1,observed,-0.687656318992643,0.145879483508751,-0.973580106669795,-0.401732531315491,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,2,observed,-0.898763273987519,0.157662657928518,-1.20778208352742,-0.589744464447623,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,3,observed,-0.731312807017123,0.195556824510214,-1.11460418305714,-0.348021430977103,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,4,observed,-1.05107134685416,0.190903822030806,-1.42524283803454,-0.676899855673779,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,5,observed,-0.971718670565225,0.205145900606124,-1.37380463575323,-0.569632705377221,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,6,observed,-0.717078812207598,0.276217225815534,-1.25846457480604,-0.175693049609152,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,7,observed,-0.171759427570538,0.863087971048708,-1.86341185082601,1.51989299568493,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,8,observed,-0.749618491346888,0.301779618092664,-1.34110654280851,-0.158130439885266,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,9,observed,-0.858579780947564,0.275128400880753,-1.39783144667384,-0.319328115221289,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,10,observed,-1.23361763388885,0.269675493670146,-1.76218160148233,-0.705053666295362,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,11,observed,-0.796113273628228,0.291324823736314,-1.3671099281514,-0.225116619105053,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,12,observed,-0.922708637563086,0.232537540143159,-1.37848221624368,-0.466935058882495,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,13,observed,-1.910749206151,0.268519176278525,-2.43704679165691,-1.38445162064509,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-14,observed,-0.887353249317642,0.479130336752052,-1.82644870935166,0.0517422107163789,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-13,observed,0.924789625976483,0.581305616735198,-0.214569382824506,2.06414863477747,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-12,observed,0.385108582601654,0.499116012199548,-0.593158801309459,1.36337596651277,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-11,observed,0.634695980797024,0.525769548966081,-0.395812335176495,1.66520429677054,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-10,observed,0.912698979229444,0.59096758720326,-0.245597491688945,2.07099545014783,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-9,observed,0.39301140308308,0.345710605894973,-0.284581384471067,1.07060419063723,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-8,observed,0.636151353735916,0.347697495255186,-0.0453357369642485,1.31763844443608,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-7,observed,0.735197612621966,0.327123279170302,0.0940359854481734,1.37635923979576,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-6,observed,0.781420404124191,0.279317784158543,0.233957547173447,1.32888326107493,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-5,observed,0.393586614109188,0.166876482849729,0.0665087077237196,0.720664520494656,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-4,observed,0.334837484491672,0.159836683748061,0.0215575843454732,0.648117384637871,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-3,observed,0.305690256060262,0.136631248753973,0.0378930085024742,0.573487503618049,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-2,observed,0.0335880518219998,0.122335427512794,-0.206189386103077,0.273365489747077,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-1,observed,0,0,0,0,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,0,observed,0.234264288175118,0.331742801758346,-0.41595160327124,0.884480179621477,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,1,observed,-0.743088694919694,0.145383941007686,-1.02804121929476,-0.45813617054463,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,2,observed,-0.840832617859732,0.145807034512449,-1.12661440550413,-0.555050830215333,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,3,observed,-0.680580381079694,0.193270799094622,-1.05939114730515,-0.301769614854234,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,4,observed,-0.737470871632132,0.268028082009161,-1.26280591237009,-0.212135830894177,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,5,observed,-0.913291807540864,0.197384691542108,-1.3001658029634,-0.526417812118332,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,6,observed,-0.929165677963375,0.230492374798542,-1.38093073256852,-0.477400623358232,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,7,observed,-1.12364140979173,0.297327842975699,-1.7064039820241,-0.540878837559357,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,8,observed,-1.45714573688442,0.274786495017274,-1.99572726711827,-0.918564206650559,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,9,observed,-1.20580036934964,0.324175668247725,-1.84118467911518,-0.570416059584097,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,10,observed,-1.10061027289884,0.912674353643513,-2.88945200604013,0.688231460242442,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,11,observed,-0.877841630020745,0.806121005372188,-2.45783880055023,0.702155540508744,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,12,observed,-1.2023493622088,0.637595732424172,-2.45203699776017,0.0473382733425818,
rolling5_pc_kfold_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,13,observed,-0.82608874347712,0.250850357545043,-1.3177554442654,-0.334422042688834,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-14,observed,-0.575665054114063,0.418866528182268,-1.39664344935131,0.245313341123183,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-13,observed,-0.388417810405464,0.437702099540904,-1.24631392550564,0.469478304694708,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-12,observed,0.0175862640048825,0.22941117959725,-0.432059648005728,0.467232176015493,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-11,observed,0.064055362495953,0.241776523131672,-0.409826622842125,0.537937347834031,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-10,observed,0.474538496810587,0.334864621405419,-0.181796161144034,1.13087315476521,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-9,observed,0.543840837529217,0.31896905798892,-0.0813385161290666,1.1690201911875,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-8,observed,0.399185777322441,0.320533684771386,-0.229060244829476,1.02743179947436,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-7,observed,-0.223954922382132,0.257635155482372,-0.728919827127581,0.281009982363317,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-6,observed,0.019064982176762,0.29670047525958,-0.562467949332014,0.600597913685538,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-5,observed,-0.116883196011299,0.188894773092743,-0.487116951273075,0.253350559250476,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-4,observed,-0.229330055788611,0.157612012391951,-0.538249600076834,0.0795894884996117,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-3,observed,-0.313499206785554,0.174122717549606,-0.654779733182782,0.0277813196116745,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-2,observed,-0.261527659910122,0.149153449546295,-0.553868421020861,0.0308131012006175,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,-1,observed,0,0,0,0,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,0,observed,-0.287158308132685,0.217001023578788,-0.71248031434711,0.138163698081741,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,1,observed,-0.505415194454736,0.222643209523275,-0.941795885120354,-0.0690345037891179,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,2,observed,-0.756563883998511,0.185609470613655,-1.12035844640127,-0.392769321595748,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,3,observed,-0.474981112738904,0.273923159548744,-1.01187050545444,0.0619082799766344,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,4,observed,-0.483847234713433,0.427289989646518,-1.32133561442061,0.353641144993744,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,5,observed,-0.495650424339298,0.438248649702427,-1.35461777775605,0.363316929077459,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,6,observed,-0.418413784151216,0.445185897660954,-1.29097814356669,0.454150575264255,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,7,observed,-0.309425678647185,0.518067417282904,-1.32483781652168,0.705986459227307,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,8,observed,-0.1604387611685,0.728343811560079,-1.58799263182626,1.26711510948926,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,9,observed,-0.999179746634559,0.307121080623342,-1.60113706465631,-0.397222428612809,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,10,observed,-1.30179394962356,0.273549588801199,-1.83795114367391,-0.765636755573206,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,11,observed,-1.37597398697216,0.29220291744205,-1.94869170515858,-0.803256268785743,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,12,observed,-1.82286742904124,0.287294355230539,-2.38596436529309,-1.25977049278938,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,1,13,observed,-1.75015342808606,0.321606518216027,-2.38050220378947,-1.11980465238265,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-14,observed,0.5511119151784,0.439519192376284,-0.310345701879116,1.41256953223592,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-13,observed,0.710870199610132,0.319959202944717,0.0837501618384869,1.33799023738178,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-12,observed,0.847152488743804,0.265867195563763,0.32605278543883,1.36825219204878,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-11,observed,0.701550465738823,0.240611494609593,0.229951936304021,1.17314899517362,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-10,observed,0.724119261647044,0.224294166200251,0.284502695894552,1.16373582739954,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-9,observed,0.515122455122888,0.21606071362018,0.0916434564273356,0.93860145381844,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-8,observed,0.449205929484039,0.205134474496144,0.0471423594715964,0.851269499496481,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-7,observed,0.618295133223123,0.255535196038161,0.117446148988327,1.11914411745792,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-6,observed,0.818220831699555,0.292440588968692,0.245037277320919,1.39140438607819,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-5,observed,0.494938665942581,0.141227299568489,0.218133158788342,0.77174417309682,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-4,observed,0.288358288393717,0.147030143745142,0.000179206653238839,0.576537370134195,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-3,observed,0.164473787245498,0.112847668134344,-0.0567076422978162,0.385655216788813,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-2,observed,0.0677734267333262,0.124862266223741,-0.176956615065206,0.312503468531859,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,-1,observed,0,0,0,0,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,0,observed,0.00206190967611576,0.233178631865125,-0.454968208779529,0.459092028131761,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,1,observed,-0.465529208384031,0.129980021653575,-0.720290050825038,-0.210768365943023,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,2,observed,-0.521516062344113,0.126143078434144,-0.768756496075036,-0.27427562861319,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,3,observed,-0.316810809995554,0.20293249845031,-0.714558506958162,0.0809368869670544,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,4,observed,-0.449316984324686,0.172836947935711,-0.78807740227868,-0.110556566370692,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,5,observed,-0.359307122855761,0.185791579122972,-0.723458617936786,0.00484437222526268,
rolling5_pc_kfold_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth2_pc,0,6,observed,-0.470166488149773,0.18189143592292,-0.826673702558697,-0.11365927374085,
