past_periods,percent_changed_from_0,percent_changed_from_1,covar,dataset
3,3.6207345662933057,0.5860901276374055,has_good_first_issue,important_thresh
4,4.740817921333681,0.8205261786923678,has_good_first_issue,important_thresh
5,5.717634800729356,0.9247199791612398,has_good_first_issue,important_thresh
2,0,1.1675568252391009,has_contributing_guide,important_thresh
3,0,2.310272015898646,has_contributing_guide,important_thresh
4,0,3.751086821512856,has_contributing_guide,important_thresh
5,0,4.595702397217736,has_contributing_guide,important_thresh
2,0,0.8321947584151038,has_code_of_conduct,important_thresh
3,0,1.6643895168302076,has_code_of_conduct,important_thresh
4,0,2.5586883616941996,has_code_of_conduct,important_thresh
5,0,3.229412495342193,has_code_of_conduct,important_thresh
2,0,0,prop_tests_passed,important_thresh
3,0,0,prop_tests_passed,important_thresh
4,0,0,prop_tests_passed,important_thresh
5,0,0,prop_tests_passed,important_thresh
